Ano;Trimestre;Precio en dolares corrientes;Tipo de cambio;IPC;Precio en soles corrientes;Precio en soles constantes de 2009;Distrito;Superficie ;Numero de habitaciones;Numero de banos;Numero de garajes;Piso de ubicacion;Vista al exterior;Anos de antiguedad
2024;2;120 000;3.74;163.71;449 151;274 359;Bellavista;104;3;2;0;0;1;8
2024;2;55 000;3.74;163.71;205 861;125 748;Bellavista;53;1;1;0;0;1;8
2024;2;100 500;3.74;163.71;376 164;229 776;Breña;75;3;2;0;0;1;9
2024;2;97 000;3.74;163.71;363 063;221 774;Breña;64;3;2;0;0;1;5
2024;2;68 000;3.74;163.71;254 519;155 470;Breña;67;3;2;0;0;1;7
2024;2;70 000;3.74;163.71;262 005;160 043;Breña;70;2;1;0;0;1;40
2024;2;90 000;3.74;163.71;336 863;205 769;Breña;76;3;2;0;0;1;17
2024;2;85 000;3.74;163.71;318 148;194 338;Breña;54;2;1;0;0;1;12
2024;2;68 000;3.74;163.71;254 519;155 470;Breña;62;2;1;0;0;1;40
2024;2;106 000;3.74;163.71;396 750;242 351;Breña;118;2;3;0;0;1;4
2024;2;116 531;3.74;163.71;436 167;266 428;Breña;74;3;2;2;0;1;0
2024;2;85 000;3.74;163.71;318 148;194 338;Breña;62;3;1;0;0;1;22
2024;2;90 000;3.74;163.71;336 863;205 769;Breña;95;3;1;0;0;1;10
2024;2;115 000;3.74;163.71;430 436;262 927;Breña;84;2;1;0;0;1;70
2024;2;165 000;3.74;163.71;617 582;377 244;Breña;90;3;2;0;0;1;4
2024;2;99 760;3.74;163.71;373 394;228 084;Breña;86;3;2;0;0;1;9
2024;2;70 000;3.74;163.71;262 005;160 043;Breña;56;2;2;0;0;1;4
2024;2;125 000;3.74;163.71;467 865;285 791;Breña;85;3;1;1;0;1;30
2024;2;115 000;3.74;163.71;430 436;262 927;Breña;84;2;1;0;0;1;70
2024;2;68 000;3.74;163.71;254 519;155 470;Breña;55;2;1;0;0;1;58
2024;2;94 900;3.74;163.71;355 203;216 972;Breña;77;3;2;1;0;1;12
2024;2;120 000;3.74;163.71;449 151;274 359;Breña;90;2;2;0;0;1;2
2024;2;73 000;3.74;163.71;273 233;166 902;Breña;65;2;1;0;0;1;0
2024;2;106 521;3.74;163.71;398 701;243 542;Breña;76;3;2;1;0;1;2
2024;2;81 000;3.74;163.71;303 177;185 192;Breña;76;2;2;0;0;1;8
2024;2;85 000;3.74;163.71;318 148;194 338;Breña;69;3;2;0;0;1;18
2024;2;114 900;3.74;163.71;430 062;262 699;Breña;86;1;1;0;0;1;20
2024;2;74 000;3.74;163.71;276 976;169 188;Breña;53;3;1;0;0;1;11
2024;2;105 000;3.74;163.71;393 007;240 064;Breña;69;3;2;0;0;1;7
2024;2;80 000;3.74;163.71;299 434;182 906;Breña;56;2;1;0;0;1;5
2024;2;60 000;3.74;163.71;224 575;137 180;Breña;70;2;1;0;0;1;70
2024;2;75 000;3.74;163.71;280 719;171 474;Breña;60;1;2;0;0;1;18
2024;2;145 000;3.74;163.71;542 724;331 517;Breña;93;3;2;0;0;1;16
2024;2;123 267;3.74;163.71;461 380;281 829;Breña;90;3;2;0;0;1;0
2024;2;62 000;3.74;163.71;232 061;141 752;Breña;71;2;1;0;0;1;25
2024;2;112 903;3.74;163.71;422 587;258 133;Breña;62;3;2;1;0;1;0
2024;2;90 322;3.74;163.71;338 068;206 506;Breña;53;2;2;0;0;1;0
2024;2;119 000;3.74;163.71;445 408;272 073;Breña;116;3;2;0;0;1;12
2024;2;110 000;3.74;163.71;411 721;251 496;Breña;87;2;2;0;0;1;56
2024;2;106 045;3.74;163.71;396 917;242 453;Breña;76;3;2;1;0;1;0
2024;2;117 158;3.74;163.71;438 513;267 861;Breña;80;3;2;0;0;1;0
2024;2;111 000;3.74;163.71;415 464;253 782;Breña;68;3;2;0;0;1;1
2024;2;79 675;3.74;163.71;298 219;182 164;Breña;62;2;2;0;0;1;5
2024;2;75 000;3.74;163.71;280 719;171 474;Breña;71;2;2;0;0;1;8
2024;2;69 900;3.74;163.71;261 630;159 814;Breña;55;2;2;0;0;1;4
2024;2;122 000;3.74;163.71;456 637;278 932;Breña;85;3;1;0;0;1;25
2024;2;50 915;3.74;163.71;190 570;116 408;Breña;60;1;1;0;0;1;55
2024;2;93 000;3.74;163.71;348 092;212 628;Breña;64;3;1;0;0;1;4
2024;2;75 000;3.74;163.71;280 719;171 474;Breña;63;3;2;0;0;1;2
2024;2;110 000;3.74;163.71;411 721;251 496;Breña;75;3;2;1;0;1;4
2024;2;90 000;3.74;163.71;336 863;205 769;Breña;76;3;1;0;0;1;0
2024;2;69 000;3.74;163.71;258 262;157 756;Breña;73;2;1;0;0;1;49
2024;2;115 000;3.74;163.71;430 436;262 927;Breña;74;3;2;0;0;1;10
2024;2;72 000;3.74;163.71;269 490;164 615;Breña;60;2;2;0;0;1;0
2024;2;57 000;3.74;163.71;213 347;130 321;Breña;60;3;2;0;0;1;19
2024;2;59 900;3.74;163.71;224 201;136 951;Breña;60;3;2;0;0;1;17
2024;2;95 000;3.74;163.71;355 578;217 201;Breña;64;3;2;0;0;1;5
2024;2;80 000;3.74;163.71;299 434;182 906;Breña;72;3;2;0;0;1;13
2024;2;80 000;3.74;163.71;299 434;182 906;Breña;72;3;2;0;0;1;9
2024;2;120 000;3.74;163.71;449 151;274 359;Breña;112;2;1;0;0;1;4
2024;2;109 000;3.74;163.71;407 979;249 209;Breña;96;3;1;1;0;1;40
2024;2;59 000;3.74;163.71;220 832;134 893;Breña;69;3;1;0;0;1;63
2024;2;73 000;3.74;163.71;273 233;166 902;Breña;65;2;1;0;0;1;0
2024;2;57 000;3.74;163.71;213 347;130 321;Breña;60;3;2;0;0;1;19
2024;2;120 000;3.74;163.71;449 151;274 359;Breña;63;3;2;1;0;1;6
2024;2;122 798;3.74;163.71;459 624;280 756;Breña;76;3;2;0;0;1;0
2024;2;123 907;3.74;163.71;463 775;283 292;Breña;90;3;2;0;0;1;0
2024;2;99 000;3.74;163.71;370 549;226 346;Breña;80;3;2;0;0;1;10
2024;2;89 000;3.74;163.71;333 120;203 483;Breña;70;2;2;0;0;1;11
2024;2;90 000;3.74;163.71;336 863;205 769;Breña;113;4;1;1;0;1;17
2024;2;88 000;3.74;163.71;329 377;201 197;Breña;60;3;2;0;0;1;1
2024;2;71 000;3.74;163.71;265 748;162 329;Breña;62;3;1;0;0;1;10
2024;2;85 000;3.74;163.71;318 148;194 338;Breña;87;2;1;0;0;1;50
2024;2;75 000;3.74;163.71;280 719;171 474;Breña;65;3;2;0;0;1;11
2024;2;85 000;3.74;163.71;318 148;194 338;Breña;56;2;1;0;0;1;5
2024;2;88 000;3.74;163.71;329 377;201 197;Carabayllo;120;4;3;1;0;1;4
2024;2;40 000;3.74;163.71;149 717;91 453;Carabayllo;63;3;1;0;0;1;13
2024;2;63 000;3.74;163.71;235 804;144 039;Carabayllo;103;4;2;0;0;1;4
2024;2;85 000;3.74;163.71;318 148;194 338;Carabayllo;85;3;2;1;0;1;10
2024;2;58 000;3.74;163.71;217 090;132 607;Carabayllo;64;3;2;0;0;1;10
2024;2;52 000;3.74;163.71;194 632;118 889;Carabayllo;90;3;2;0;0;1;0
2024;2;48 000;3.74;163.71;179 660;109 744;Carabayllo;65;3;2;0;0;1;5
2024;2;72 000;3.74;163.71;269 490;164 615;Carabayllo;104;3;2;1;0;1;0
2024;2;65 000;3.74;163.71;243 290;148 611;Carabayllo;120;3;2;1;0;1;7
2024;2;65 000;3.74;163.71;243 290;148 611;Carabayllo;103;5;3;0;0;1;0
2024;2;53 763;3.74;163.71;201 231;122 920;Carabayllo;130;3;2;0;0;1;9
2024;2;53 000;3.74;163.71;198 375;121 175;Carabayllo;104;3;2;0;0;1;1
2024;2;79 320;3.74;163.71;296 888;181 351;Carabayllo;86;3;2;0;0;1;10
2024;2;50 000;3.74;163.71;187 146;114 316;Carabayllo;103;2;3;0;0;1;8
2024;2;32 500;3.74;163.71;121 645;74 306;Carabayllo;60;2;1;0;0;1;9
2024;2;36 000;3.74;163.71;134 745;82 308;Carabayllo;62;3;2;0;0;1;7
2024;2;20 000;3.74;163.71;74 858;45 727;Carabayllo;47;2;1;0;0;1;0
2024;2;61 000;3.74;163.71;228 318;139 466;Carabayllo;97;3;2;0;0;1;2
2024;2;59 500;3.74;163.71;222 704;136 036;Carabayllo;100;2;1;1;0;1;14
2024;2;42 700;3.74;163.71;159 823;97 626;Carabayllo;64;3;2;0;0;1;7
2024;2;38 000;3.74;163.71;142 231;86 880;Carabayllo;56;3;2;0;0;1;7
2024;2;20 000;3.74;163.71;74 858;45 727;Carabayllo;47;2;1;0;0;1;0
2024;2;47 000;3.74;163.71;175 917;107 457;Carabayllo;85;3;4;0;0;1;0
2024;2;65 524;3.74;163.71;245 251;149 809;Carabayllo;105;3;2;0;0;1;10
2024;2;83 000;3.74;163.71;310 663;189 765;Carabayllo;105;3;2;0;0;1;0
2024;2;40 000;3.74;163.71;149 717;91 453;Carabayllo;63;3;2;0;0;1;8
2024;2;100 000;3.74;163.71;374 292;228 633;Cercado de Lima;67;1;1;0;0;1;6
2024;2;82 000;3.74;163.71;306 920;187 479;Cercado de Lima;101;3;1;0;0;1;40
2024;2;50 000;3.74;163.71;187 146;114 316;Cercado de Lima;62;2;1;0;0;1;58
2024;2;220 000;3.74;163.71;823 443;502 992;Cercado de Lima;92;4;2;1;0;1;17
2024;2;105 000;3.74;163.71;393 007;240 064;Cercado de Lima;86;3;2;0;0;1;7
2024;2;129 900;3.74;163.71;486 206;296 994;Cercado de Lima;112;3;3;0;0;1;25
2024;2;85 000;3.74;163.71;318 148;194 338;Cercado de Lima;70;3;2;0;0;1;12
2024;2;91 520;3.74;163.71;342 553;209 245;Cercado de Lima;68;3;2;1;0;1;2
2024;2;73 000;3.74;163.71;273 233;166 902;Cercado de Lima;65;2;1;0;0;1;30
2024;2;119 000;3.74;163.71;445 408;272 073;Cercado de Lima;99;2;1;1;0;1;49
2024;2;85 000;3.74;163.71;318 148;194 338;Cercado de Lima;72;3;2;0;0;1;13
2024;2;93 000;3.74;163.71;348 092;212 628;Cercado de Lima;65;2;2;0;0;1;3
2024;2;117 846;3.74;163.71;441 087;269 433;Cercado de Lima;72;2;3;1;0;1;0
2024;2;134 000;3.74;163.71;501 552;306 368;Cercado de Lima;140;7;2;0;0;1;70
2024;2;58 000;3.74;163.71;217 090;132 607;Cercado de Lima;65;2;1;0;0;1;24
2024;2;60 000;3.74;163.71;224 575;137 180;Cercado de Lima;67;1;1;0;0;1;50
2024;2;63 000;3.74;163.71;235 804;144 039;Cercado de Lima;93;2;1;0;0;1;0
2024;2;78 000;3.74;163.71;291 948;178 333;Cercado de Lima;82;3;2;1;0;1;0
2024;2;71 000;3.74;163.71;265 748;162 329;Cercado de Lima;75;3;2;1;0;1;11
2024;2;65 000;3.74;163.71;243 290;148 611;Cercado de Lima;65;4;3;0;0;1;9
2024;2;90 000;3.74;163.71;336 863;205 769;Cercado de Lima;97;3;1;1;0;1;30
2024;2;130 000;3.74;163.71;486 580;297 222;Cercado de Lima;128;2;2;0;0;1;8
2024;2;62 000;3.74;163.71;232 061;141 752;Cercado de Lima;60;3;2;0;0;1;17
2024;2;80 000;3.74;163.71;299 434;182 906;Cercado de Lima;71;3;2;1;0;1;12
2024;2;80 000;3.74;163.71;299 434;182 906;Cercado de Lima;60;3;2;0;0;1;4
2024;2;110 000;3.74;163.71;411 721;251 496;Cercado de Lima;67;1;2;0;0;1;7
2024;2;62 000;3.74;163.71;232 061;141 752;Cercado de Lima;47;1;1;1;0;1;12
2024;2;135 000;3.74;163.71;505 295;308 654;Cercado de Lima;75;3;2;0;0;1;1
2024;2;77 000;3.74;163.71;288 205;176 047;Cercado de Lima;46;2;2;0;0;1;6
2024;2;180 000;3.74;163.71;673 726;411 539;Cercado de Lima;120;3;2;1;0;1;7
2024;2;123 821;3.74;163.71;463 453;283 096;Cercado de Lima;60;2;2;1;0;1;1
2024;2;153 431;3.74;163.71;574 279;350 793;Cercado de Lima;87;1;2;0;0;1;0
2024;2;106 000;3.74;163.71;396 750;242 351;Cercado de Lima;72;3;2;0;0;1;0
2024;2;120 000;3.74;163.71;449 151;274 359;Cercado de Lima;100;3;2;0;0;1;10
2024;2;118 000;3.74;163.71;441 665;269 786;Cercado de Lima;74;4;3;0;0;1;0
2024;2;87 000;3.74;163.71;325 634;198 910;Cercado de Lima;80;3;2;0;0;1;7
2024;2;105 000;3.74;163.71;393 007;240 064;Cercado de Lima;79;3;2;1;0;1;10
2024;2;88 000;3.74;163.71;329 377;201 197;Cercado de Lima;58;2;2;0;0;1;0
2024;2;80 248;3.74;163.71;300 363;183 474;Cercado de Lima;46;2;2;0;0;1;5
2024;2;104 710;3.74;163.71;391 920;239 401;Cercado de Lima;78;3;2;0;0;1;10
2024;2;110 000;3.74;163.71;411 721;251 496;Cercado de Lima;106;3;2;0;0;1;24
2024;2;130 000;3.74;163.71;486 580;297 222;Cercado de Lima;100;3;4;1;0;1;1
2024;2;113 000;3.74;163.71;422 950;258 355;Cercado de Lima;56;2;2;0;0;1;7
2024;2;85 000;3.74;163.71;318 148;194 338;Cercado de Lima;73;2;1;0;0;1;50
2024;2;63 000;3.74;163.71;235 804;144 039;Cercado de Lima;60;2;2;0;0;1;38
2024;2;145 000;3.74;163.71;542 724;331 517;Cercado de Lima;80;3;2;1;0;1;2
2024;2;105 000;3.74;163.71;393 007;240 064;Cercado de Lima;73;3;1;0;0;1;20
2024;2;97 500;3.74;163.71;364 935;222 917;Cercado de Lima;101;3;1;0;0;1;45
2024;2;88 000;3.74;163.71;329 377;201 197;Cercado de Lima;88;2;1;0;0;1;35
2024;2;77 000;3.74;163.71;288 205;176 047;Cercado de Lima;71;2;1;0;0;1;19
2024;2;95 000;3.74;163.71;355 578;217 201;Cercado de Lima;61;2;2;0;0;1;12
2024;2;135 000;3.74;163.71;505 295;308 654;Cercado de Lima;120;3;2;0;0;1;25
2024;2;59 900;3.74;163.71;224 201;136 951;Cercado de Lima;78;2;2;0;0;1;18
2024;2;119 000;3.74;163.71;445 408;272 073;Cercado de Lima;85;3;2;1;0;1;0
2024;2;125 000;3.74;163.71;467 865;285 791;Cercado de Lima;109;3;1;0;0;1;40
2024;2;88 431;3.74;163.71;330 990;202 182;Cercado de Lima;58;3;2;0;0;1;9
2024;2;89 000;3.74;163.71;333 120;203 483;Cercado de Lima;58;2;2;0;0;1;9
2024;2;68 000;3.74;163.71;254 519;155 470;Cercado de Lima;62;3;1;0;0;1;15
2024;2;63 000;3.74;163.71;235 804;144 039;Cercado de Lima;55;1;1;0;0;1;30
2024;2;106 599;3.74;163.71;398 993;243 721;Cercado de Lima;59;3;2;1;0;1;0
2024;2;132 110;3.74;163.71;494 479;302 047;Cercado de Lima;80;3;2;1;0;1;0
2024;2;143 365;3.74;163.71;536 605;327 780;Cercado de Lima;76;3;2;1;0;1;7
2024;2;82 803;3.74;163.71;309 927;189 316;Cercado de Lima;79;2;1;0;0;1;44
2024;2;93 000;3.74;163.71;348 092;212 628;Cercado de Lima;70;3;2;1;0;1;10
2024;2;138 407;3.74;163.71;518 049;316 445;Cercado de Lima;78;3;2;0;0;1;0
2024;2;78 000;3.74;163.71;291 948;178 333;Cercado de Lima;71;3;2;1;0;1;0
2024;2;75 000;3.74;163.71;280 719;171 474;Cercado de Lima;72;3;1;0;0;1;10
2024;2;60 000;3.74;163.71;224 575;137 180;Cercado de Lima;93;2;1;0;0;1;0
2024;2;154 352;3.74;163.71;577 728;352 899;Cercado de Lima;87;3;2;0;0;1;0
2024;2;87 000;3.74;163.71;325 634;198 910;Cercado de Lima;73;2;1;0;0;1;14
2024;2;77 000;3.74;163.71;288 205;176 047;Cercado de Lima;46;2;2;0;0;1;6
2024;2;130 000;3.74;163.71;486 580;297 222;Cercado de Lima;140;4;1;0;0;1;20
2024;2;103 000;3.74;163.71;385 521;235 492;Cercado de Lima;73;3;2;1;0;1;8
2024;2;60 000;3.74;163.71;224 575;137 180;Cercado de Lima;80;3;2;0;0;1;15
2024;2;107 694;3.74;163.71;403 090;246 224;Cercado de Lima;60;3;2;0;0;1;0
2024;2;175 000;3.74;163.71;655 011;400 107;Cercado de Lima;129;3;2;1;0;1;50
2024;2;110 000;3.74;163.71;411 721;251 496;Cercado de Lima;81;3;2;0;0;1;10
2024;2;93 000;3.74;163.71;348 092;212 628;Cercado de Lima;70;3;2;1;0;1;10
2024;2;90 000;3.74;163.71;336 863;205 769;Cercado de Lima;62;3;1;0;0;1;14
2024;2;60 000;3.74;163.71;224 575;137 180;Cercado de Lima;66;3;2;0;0;1;0
2024;2;93 785;3.74;163.71;351 030;214 423;Cercado de Lima;52;2;2;0;0;1;0
2024;2;122 670;3.74;163.71;459 144;280 464;Cercado de Lima;60;2;2;0;0;1;0
2024;2;122 666;3.74;163.71;459 129;280 454;Cercado de Lima;60;1;1;0;0;1;1
2024;2;115 000;3.74;163.71;430 436;262 927;Cercado de Lima;67;2;2;1;0;1;0
2024;2;75 000;3.74;163.71;280 719;171 474;Cercado de Lima;60;2;2;0;0;1;4
2024;2;135 000;3.74;163.71;505 295;308 654;Cercado de Lima;83;3;2;0;0;1;0
2024;2;48 000;3.74;163.71;179 660;109 744;Cercado de Lima;60;3;1;0;0;1;10
2024;2;180 000;3.74;163.71;673 726;411 539;Cercado de Lima;73;2;1;0;0;1;29
2024;2;111 140;3.74;163.71;415 988;254 102;Cercado de Lima;70;2;2;0;0;1;0
2024;2;84 451;3.74;163.71;316 094;193 082;Cercado de Lima;59;2;2;0;0;1;3
2024;2;69 000;3.74;163.71;258 262;157 756;Cercado de Lima;73;3;2;0;0;1;14
2024;2;128 000;3.74;163.71;479 094;292 650;Cercado de Lima;60;2;2;0;0;1;2
2024;2;170 000;3.74;163.71;636 297;388 675;Cercado de Lima;94;3;2;0;0;1;26
2024;2;152 111;3.74;163.71;569 340;347 776;Cercado de Lima;87;3;2;0;0;1;0
2024;2;72 000;3.74;163.71;269 490;164 615;Cercado de Lima;65;3;2;0;0;1;9
2024;2;95 000;3.74;163.71;355 578;217 201;Cercado de Lima;51;2;2;0;0;1;5
2024;2;51 900;3.74;163.71;194 258;118 660;Cercado de Lima;64;3;1;0;0;1;11
2024;2;80 000;3.74;163.71;299 434;182 906;Cercado de Lima;70;3;2;0;0;1;8
2024;2;125 000;3.74;163.71;467 865;285 791;Cercado de Lima;129;5;3;1;0;1;14
2024;2;119 000;3.74;163.71;445 408;272 073;Cercado de Lima;85;3;2;0;0;1;6
2024;2;155 000;3.74;163.71;580 153;354 380;Cercado de Lima;60;4;3;0;0;1;3
2024;2;107 694;3.74;163.71;403 090;246 224;Cercado de Lima;60;3;2;0;0;1;0
2024;2;140 000;3.74;163.71;524 009;320 086;Cercado de Lima;88;3;2;0;0;1;12
2024;2;101 383;3.74;163.71;379 469;231 795;Cercado de Lima;61;3;2;0;0;1;0
2024;2;99 000;3.74;163.71;370 549;226 346;Cercado de Lima;60;2;2;0;0;1;10
2024;2;62 000;3.74;163.71;232 061;141 752;Cercado de Lima;93;2;1;0;0;1;0
2024;2;118 837;3.74;163.71;444 797;271 700;Cercado de Lima;55;2;2;1;0;1;0
2024;2;65 000;3.74;163.71;243 290;148 611;Cercado de Lima;53;1;1;0;0;1;50
2024;2;53 000;3.74;163.71;198 375;121 175;Cercado de Lima;48;1;1;0;0;1;40
2024;2;55 000;3.74;163.71;205 861;125 748;Cercado de Lima;54;2;1;0;0;1;50
2024;2;92 429;3.74;163.71;345 953;211 322;Cercado de Lima;47;1;1;1;0;1;0
2024;2;95 000;3.74;163.71;355 578;217 201;Cercado de Lima;78;3;2;0;0;1;7
2024;2;90 000;3.74;163.71;336 863;205 769;Chorrillos;77;3;2;0;0;1;15
2024;2;56 999;3.74;163.71;213 343;130 318;Chorrillos;54;2;1;0;0;1;8
2024;2;83 000;3.74;163.71;310 663;189 765;Chorrillos;70;3;2;0;0;1;2
2024;2;70 000;3.74;163.71;262 005;160 043;Chorrillos;53;2;1;0;0;1;14
2024;2;153 500;3.74;163.71;574 539;350 951;Chorrillos;107;3;2;1;0;1;8
2024;2;89 000;3.74;163.71;333 120;203 483;Chorrillos;54;2;2;1;0;1;0
2024;2;72 000;3.74;163.71;269 490;164 615;Chorrillos;62;3;2;0;0;1;12
2024;2;105 000;3.74;163.71;393 007;240 064;Chorrillos;60;2;1;1;0;1;16
2024;2;95 000;3.74;163.71;355 578;217 201;Chorrillos;75;3;2;1;0;1;6
2024;2;93 000;3.74;163.71;348 092;212 628;Chorrillos;57;2;2;2;0;1;8
2024;2;96 904;3.74;163.71;362 703;221 553;Chorrillos;60;3;2;1;0;1;0
2024;2;147 000;3.74;163.71;550 210;336 090;Chorrillos;46;1;1;1;0;1;0
2024;2;154 000;3.74;163.71;576 410;352 094;Chorrillos;120;3;2;0;0;1;4
2024;2;155 000;3.74;163.71;580 153;354 380;Chorrillos;101;2;2;1;0;1;0
2024;2;167 966;3.74;163.71;628 685;384 026;Chorrillos;86;3;2;1;0;1;0
2024;2;73 000;3.74;163.71;273 233;166 902;Chorrillos;75;3;2;1;0;1;10
2024;2;70 000;3.74;163.71;262 005;160 043;Chorrillos;58;3;1;1;0;1;12
2024;2;93 000;3.74;163.71;348 092;212 628;Chorrillos;76;3;2;1;0;1;7
2024;2;104 000;3.74;163.71;389 264;237 778;Chorrillos;83;3;2;0;0;1;13
2024;2;202 000;3.74;163.71;756 070;461 838;Chorrillos;94;3;2;1;0;1;0
2024;2;75 000;3.74;163.71;280 719;171 474;Chorrillos;66;3;1;1;0;1;20
2024;2;85 000;3.74;163.71;318 148;194 338;Chorrillos;62;2;2;1;0;1;9
2024;2;75 000;3.74;163.71;280 719;171 474;Chorrillos;70;3;2;1;0;1;7
2024;2;69 990;3.74;163.71;261 967;160 020;Chorrillos;64;3;1;1;0;1;15
2024;2;79 500;3.74;163.71;297 562;181 763;Chorrillos;69;3;2;1;0;1;14
2024;2;90 000;3.74;163.71;336 863;205 769;Chorrillos;82;3;2;1;0;1;6
2024;2;130 000;3.74;163.71;486 580;297 222;Chorrillos;120;3;2;1;0;1;14
2024;2;90 713;3.74;163.71;339 530;207 398;Chorrillos;63;3;2;0;0;1;0
2024;2;102 702;3.74;163.71;384 406;234 810;Chorrillos;59;2;1;1;0;1;0
2024;2;139 000;3.74;163.71;520 266;317 799;Chorrillos;120;4;2;0;0;1;9
2024;2;65 000;3.74;163.71;243 290;148 611;Chorrillos;62;3;1;1;0;1;22
2024;2;92 866;3.74;163.71;347 590;212 322;Chorrillos;76;3;2;0;0;1;12
2024;2;75 000;3.74;163.71;280 719;171 474;Chorrillos;77;7;4;0;0;1;15
2024;2;76 000;3.74;163.71;284 462;173 761;Chorrillos;81;3;2;1;0;1;10
2024;2;94 600;3.74;163.71;354 080;216 286;Chorrillos;58;2;2;1;0;1;0
2024;2;93 000;3.74;163.71;348 092;212 628;Chorrillos;54;2;2;1;0;1;0
2024;2;132 704;3.74;163.71;496 701;303 405;Chorrillos;61;2;2;1;0;1;0
2024;2;126 000;3.74;163.71;471 608;288 077;Chorrillos;115;3;3;0;0;1;0
2024;2;92 000;3.74;163.71;344 349;210 342;Chorrillos;75;3;2;0;0;1;1
2024;2;60 000;3.74;163.71;224 575;137 180;Chorrillos;62;2;1;0;0;1;2
2024;2;89 000;3.74;163.71;333 120;203 483;Chorrillos;71;3;2;0;0;1;7
2024;2;81 000;3.74;163.71;303 177;185 192;Chorrillos;64;3;2;0;0;1;3
2024;2;105 000;3.74;163.71;393 007;240 064;Chorrillos;133;2;2;1;0;1;6
2024;2;77 000;3.74;163.71;288 205;176 047;Chorrillos;75;3;2;0;0;1;12
2024;2;157 700;3.74;163.71;590 259;360 554;Chorrillos;83;3;2;0;0;1;1
2024;2;95 000;3.74;163.71;355 578;217 201;Chorrillos;80;3;2;1;0;1;11
2024;2;85 000;3.74;163.71;318 148;194 338;Chorrillos;72;3;2;0;0;1;14
2024;2;85 333;3.74;163.71;319 395;195 099;Chorrillos;65;2;2;1;0;1;6
2024;2;95 000;3.74;163.71;355 578;217 201;Chorrillos;93;3;2;0;0;1;25
2024;2;85 000;3.74;163.71;318 148;194 338;Chorrillos;72;3;2;0;0;1;16
2024;2;65 000;3.74;163.71;243 290;148 611;Chorrillos;67;3;1;0;0;1;5
2024;2;108 000;3.74;163.71;404 236;246 923;Chorrillos;85;2;2;2;0;1;0
2024;2;126 000;3.74;163.71;471 608;288 077;Chorrillos;115;3;2;1;0;1;0
2024;2;89 000;3.74;163.71;333 120;203 483;Chorrillos;54;2;2;1;0;1;0
2024;2;171 000;3.74;163.71;640 040;390 962;Chorrillos;66;2;2;0;0;1;0
2024;2;125 000;3.74;163.71;467 865;285 791;Chorrillos;126;4;2;0;0;1;25
2024;2;98 000;3.74;163.71;366 806;224 060;Chorrillos;86;3;2;0;0;1;7
2024;2;58 000;3.74;163.71;217 090;132 607;Chorrillos;53;2;1;0;0;1;2
2024;2;62 000;3.74;163.71;232 061;141 752;Chorrillos;61;2;1;1;0;1;25
2024;2;88 000;3.74;163.71;329 377;201 197;Chorrillos;72;3;2;0;0;1;14
2024;2;70 000;3.74;163.71;262 005;160 043;Chorrillos;62;3;1;0;0;1;10
2024;2;86 000;3.74;163.71;321 891;196 624;Chorrillos;46;1;2;1;0;1;9
2024;2;73 000;3.74;163.71;273 233;166 902;Chorrillos;66;3;2;0;0;1;10
2024;2;66 900;3.74;163.71;250 402;152 955;Chorrillos;64;3;2;0;0;1;10
2024;2;95 000;3.74;163.71;355 578;217 201;Chorrillos;79;2;1;0;0;1;30
2024;2;141 000;3.74;163.71;527 752;322 372;Chorrillos;115;3;2;1;0;1;0
2024;2;75 000;3.74;163.71;280 719;171 474;Chorrillos;79;3;2;0;0;1;11
2024;2;59 048;3.74;163.71;221 011;135 002;Chorrillos;70;2;1;0;0;1;0
2024;2;140 000;3.74;163.71;524 009;320 086;Chorrillos;118;3;2;1;0;1;0
2024;2;102 000;3.74;163.71;381 778;233 205;Chorrillos;101;2;2;0;0;1;10
2024;2;110 000;3.74;163.71;411 721;251 496;Chorrillos;91;3;2;0;0;1;7
2024;2;141 000;3.74;163.71;527 752;322 372;Chorrillos;94;3;2;1;0;1;0
2024;2;94 600;3.74;163.71;354 080;216 286;Chorrillos;58;2;2;1;0;1;0
2024;2;155 000;3.74;163.71;580 153;354 380;Chorrillos;124;3;2;2;0;1;13
2024;2;225 000;3.74;163.71;842 158;514 423;Chorrillos;96;3;2;2;0;1;5
2024;2;165 000;3.74;163.71;617 582;377 244;Chorrillos;132;2;2;1;0;1;26
2024;2;135 000;3.74;163.71;505 295;308 654;Chorrillos;95;3;3;1;0;1;30
2024;2;65 000;3.74;163.71;243 290;148 611;Chorrillos;68;3;1;1;0;1;20
2024;2;155 000;3.74;163.71;580 153;354 380;Chorrillos;120;4;2;1;0;1;0
2024;2;213 000;3.74;163.71;797 243;486 987;Chorrillos;92;3;2;1;0;1;1
2024;2;94 500;3.74;163.71;353 706;216 058;Chorrillos;67;3;2;0;0;1;6
2024;2;100 000;3.74;163.71;374 292;228 633;Chorrillos;72;3;2;0;0;1;15
2024;2;136 990;3.74;163.71;512 743;313 204;Chorrillos;104;3;3;0;0;1;15
2024;2;92 000;3.74;163.71;344 349;210 342;Chorrillos;81;3;2;0;0;1;15
2024;2;125 000;3.74;163.71;467 865;285 791;Chorrillos;80;3;2;1;0;1;0
2024;2;140 000;3.74;163.71;524 009;320 086;Chorrillos;110;2;1;0;0;1;35
2024;2;85 000;3.74;163.71;318 148;194 338;Chorrillos;71;3;2;0;0;1;5
2024;2;107 457;3.74;163.71;402 203;245 682;Chorrillos;57;2;2;1;0;1;1
